image_id,gt_label,pseudo_label,classifier_prob
10867,0,-1,0.5570203065872192
75021,1,-1,0.4438413977622986
65741,1,-1,0.4443715512752533
2945,1,-1,0.4446501433849334
53914,0,-1,0.553696870803833
5741,0,0,0.4543913006782532
30675,1,-1,0.4568779468536377
31960,1,-1,0.5421656370162964
19543,1,1,0.5351237654685974
7463,0,-1,0.4652516841888428
37184,0,-1,0.5323169231414795
18679,1,1,0.5320077538490295
69842,0,-1,0.4687072932720184
64781,0,-1,0.4688228964805603
60841,1,1,0.5291797518730164
64321,0,-1,0.4717127680778503
67259,1,1,0.527665376663208
9315,0,-1,0.4733398258686065
87261,1,1,0.5258115530014038
98571,0,-1,0.5254862308502197
93610,0,-1,0.5251896381378174
71849,1,0,0.4750212728977203
72698,1,1,0.5249637961387634
20738,1,1,0.5243212580680847
12086,1,-1,0.4761204421520233
48103,0,1,0.5235403180122375
26419,0,-1,0.4766308665275574
63578,0,0,0.4768456220626831
18052,0,0,0.4769583642482757
45316,1,-1,0.4769893884658813
80259,1,1,0.522579550743103
46938,0,0,0.478063017129898
16059,0,0,0.4781480431556701
5214,1,0,0.4785447418689728
54170,0,0,0.4785782694816589
51248,0,0,0.4786054790019989
4719,0,0,0.4788748621940613
49785,0,0,0.4789416193962097
74915,0,0,0.4790067076683044
75230,0,1,0.5209175944328308
45126,1,-1,0.4790897071361542
8147,0,0,0.4792300164699554
60357,1,1,0.5206266045570374
61207,1,1,0.5205662250518799
67142,1,0,0.479665994644165
41769,0,0,0.4797349572181701
83257,0,-1,0.4797370433807373
98734,1,1,0.5198585391044617
20498,0,-1,0.4803775250911712
49758,0,-1,0.4806158244609833
65931,0,1,0.5192230939865112
43758,0,-1,0.4809039831161499
30871,1,1,0.5190799832344055
87126,1,0,0.4809475839138031
46172,0,-1,0.4810041189193725
27461,1,1,0.5189914107322693
79614,1,1,0.5189493298530579
34021,1,-1,0.4811624884605407
61257,0,0,0.4812337458133697
28507,1,-1,0.481519877910614
78902,0,-1,0.5184614658355713
9615,0,0,0.4816571176052093
45723,0,-1,0.4816644191741943
79680,1,-1,0.4817107915878296
64385,0,0,0.4818650186061859
60134,1,1,0.5181065201759338
57926,0,0,0.4820241332054138
52034,0,0,0.4822688102722168
73205,0,0,0.4823473989963531
75092,1,1,0.5174599289894104
32650,0,-1,0.5173402428627014
83095,1,-1,0.4827815890312195
59203,1,1,0.4827988147735595
61289,0,0,0.482828140258789
58176,0,1,0.5171176195144653
15493,0,0,0.4829560220241546
24980,0,-1,0.4830958545207977
24860,1,1,0.5167271494865417
17430,1,-1,0.4833377003669739
1293,0,0,0.4833815395832062
74589,1,-1,0.4835251271724701
13049,0,0,0.516460657119751
40953,0,0,0.4835584163665771
98072,0,1,0.5163025856018066
4356,0,1,0.5162402391433716
91356,1,1,0.5162198543548584
46980,0,1,0.5162014961242676
91367,1,1,0.5161833167076111
60451,1,1,0.5161025524139404
31495,0,0,0.4839345216751098
5468,0,-1,0.4839369654655456
95783,1,0,0.4839464724063873
7926,0,-1,0.5158364176750183
76924,0,0,0.4842449426651001
34620,1,1,0.5156804323196411
69728,1,1,0.5156698226928711
97805,0,-1,0.5156490802764893
37284,1,1,0.5155997276306152
80932,0,0,0.484435498714447
2548,0,0,0.4844423830509186
70825,0,-1,0.5155234336853027
29714,1,1,0.5154916048049927
5813,0,1,0.5153484344482422
38209,1,0,0.4846745729446411
70196,1,1,0.5152525305747986
52068,0,0,0.484749287366867
90753,0,-1,0.4847556352615356
5719,1,1,0.5150734186172485
10839,0,-1,0.4849830865859985
40865,1,1,0.5149720907211304
42503,1,-1,0.4850361943244934
42675,0,0,0.4850771427154541
67843,1,-1,0.5149061679840088
92187,0,0,0.4851321280002594
81294,1,-1,0.5148112177848816
35640,0,1,0.5147215723991394
34078,0,-1,0.4853042364120483
12839,0,-1,0.5146527886390686
94571,1,1,0.5145901441574097
54629,0,-1,0.5145484805107117
69807,1,1,0.5144822001457214
91536,0,-1,0.4855284392833709
62904,0,-1,0.4855403006076813
30527,1,0,0.4855711758136749
97804,0,0,0.5144221782684326
43190,0,0,0.4855838119983673
93152,0,-1,0.4856315553188324
63712,1,-1,0.4856408834457397
51349,0,-1,0.4856768250465393
49861,1,1,0.5142629742622375
23071,0,0,0.4857687950134277
9217,0,0,0.4858636558055877
50894,1,-1,0.4858852028846741
91563,0,-1,0.4859033226966858
94278,0,0,0.4859679043292999
2917,1,1,0.5140227675437927
50471,1,-1,0.5140016674995422
14728,0,-1,0.4860031008720398
84061,0,0,0.4860057532787323
45208,0,0,0.4860165119171142
46380,0,1,0.5139601826667786
18236,0,1,0.5139563679695129
5672,0,0,0.486076146364212
71823,0,0,0.48610720038414
75018,0,0,0.486118733882904
45209,1,1,0.5138717293739319
13045,0,0,0.4861626327037811
85097,1,1,0.5138145685195923
85964,0,-1,0.4862106442451477
13986,0,-1,0.486241728067398
79385,0,-1,0.4863310158252716
98714,1,-1,0.5136444568634033
83215,1,0,0.4863843023777008
86437,0,1,0.5135810375213623
69503,0,-1,0.4864440560340881
4187,0,0,0.4864499866962433
25904,0,1,0.5135273337364197
72490,0,0,0.4864867627620697
19763,1,1,0.5134990215301514
86045,1,-1,0.4865899384021759
67125,0,-1,0.4866417646408081
93286,0,0,0.4866486489772796
5716,0,-1,0.4866733849048614
83296,0,1,0.51324862241745
40759,0,1,0.5131440758705139
1576,0,0,0.4868693649768829
79451,1,-1,0.486875057220459
39645,0,0,0.5130138993263245
6375,0,-1,0.4871074557304382
68429,0,0,0.4871277511119842
41869,1,-1,0.4871803224086761
56791,0,1,0.5127694010734558
71086,0,0,0.487233966588974
52978,0,0,0.4872508347034454
50263,1,-1,0.4873474240303039
49725,0,-1,0.5126376748085022
58637,0,-1,0.487367033958435
84563,1,0,0.4873754680156708
84629,0,0,0.4875292778015136
52837,1,1,0.5123181939125061
92370,0,0,0.4877550899982452
46238,0,0,0.4877565503120422
86705,0,0,0.4877881407737732
78302,0,0,0.4878081083297729
3124,0,0,0.4878588020801544
56497,0,-1,0.4878598749637604
3418,0,0,0.4879260957241058
78345,0,0,0.4880080223083496
58019,1,1,0.5119426250457764
92835,1,-1,0.4880628883838653
34728,0,0,0.4880682229995727
54301,1,1,0.511910080909729
15846,0,-1,0.4881069958209991
15298,0,-1,0.5118816494941711
28695,1,1,0.511792004108429
23416,0,0,0.4882159233093261
28974,1,1,0.5117688179016113
24061,0,-1,0.511762797832489
6945,0,-1,0.5117543935775757
35017,0,-1,0.4882686734199524
78091,0,-1,0.4882802069187164
47531,0,0,0.488287091255188
94205,0,1,0.5116790533065796
39765,0,0,0.48834028840065
49150,1,-1,0.4883628189563751
43608,1,0,0.4883736073970794
18546,0,0,0.4884403944015503
6985,0,-1,0.4885324835777282
19408,0,-1,0.4885547459125519
50964,0,0,0.4886054396629333
38720,0,0,0.48862424492836
73926,0,0,0.4886330664157867
34587,0,0,0.5113566517829895
38109,0,0,0.4886764883995056
37214,0,0,0.488696426153183
51964,1,1,0.5112960934638977
68719,0,0,0.4887058138847351
34960,0,0,0.4887073040008545
31205,0,0,0.4887458384037018
8476,0,-1,0.488746702671051
47985,0,0,0.4888895750045776
12604,0,0,0.4889293611049652
7285,0,0,0.4889459013938904
47136,1,-1,0.4889785051345825
